اسم_الشركة,السنة,القطاع,فئة_SME,score,size_mean,size_median,size_std,gap_to_size_mean,rank_within_size_segment,count_in_size_segment,percentile_within_size_segment
الجيزة أغذية ذ.م.م,2025,الصناعة التحويلية,medium,6.92,5.9836,5.98,1.0808,0.9364,125,626,80.19
الأهرام تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.92,5.9836,5.98,1.0808,0.9364,125,626,80.19
الإسكندرية لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,6.91,5.9836,5.98,1.0808,0.9264,128,626,79.71
اللوتس بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,6.91,5.9836,5.98,1.0808,0.9264,128,626,79.71
مصر صلب محدودة,2025,الصناعة التحويلية,medium,6.91,5.9836,5.98,1.0808,0.9264,128,626,79.71
الإسكندرية منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.9,5.9836,5.98,1.0808,0.9164,130,626,79.31
اللوتس لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,6.9,5.9836,5.98,1.0808,0.9164,130,626,79.31
الإسكندرية صلب ذ.م.م,2025,الصناعة التحويلية,medium,6.89,5.9836,5.98,1.0808,0.9064,132,626,79.07
الجيزة صلب ذ.م.م,2025,الصناعة التحويلية,medium,6.88,5.9836,5.98,1.0808,0.8964,133,626,78.83
النيل تقنية محدودة,2025,الصناعة التحويلية,medium,6.88,5.9836,5.98,1.0808,0.8964,133,626,78.83
حورس صلب ذ.م.م,2025,الصناعة التحويلية,medium,6.87,5.9836,5.98,1.0808,0.8864,135,626,78.51
مصر منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.87,5.9836,5.98,1.0808,0.8864,135,626,78.51
الأهرام تقنية محدودة,2025,الصناعة التحويلية,medium,6.85,5.9836,5.98,1.0808,0.8664,137,626,78.27
الأهرام صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.84,5.9836,5.98,1.0808,0.8564,138,626,78.04
الدلتا تجارة ذ.م.م,2025,الصناعة التحويلية,medium,6.84,5.9836,5.98,1.0808,0.8564,138,626,78.04
اللوتس لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,6.83,5.9836,5.98,1.0808,0.8464,140,626,77.72
الجيزة كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.83,5.9836,5.98,1.0808,0.8464,140,626,77.72
اللوتس تقنية ذ.م.م,2025,الصناعة التحويلية,medium,6.82,5.9836,5.98,1.0808,0.8364,142,626,77.4
القاهرة تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.82,5.9836,5.98,1.0808,0.8364,142,626,77.4
اللوتس خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.81,5.9836,5.98,1.0808,0.8264,145,626,76.92
الجيزة أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.81,5.9836,5.98,1.0808,0.8264,145,626,76.92
حورس زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.81,5.9836,5.98,1.0808,0.8264,145,626,76.92
الجيزة تقنية محدودة,2025,الصناعة التحويلية,medium,6.81,5.9836,5.98,1.0808,0.8264,145,626,76.92
النيل صلب ذ.م.م,2025,الصناعة التحويلية,medium,6.8,5.9836,5.98,1.0808,0.8164,148,626,76.44
حورس لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.8,5.9836,5.98,1.0808,0.8164,148,626,76.44
اللوتس زراعة ذ.م.م,2025,الصناعة التحويلية,medium,6.79,5.9836,5.98,1.0808,0.8064,150,626,76.12
حورس بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.79,5.9836,5.98,1.0808,0.8064,150,626,76.12
النيل خدمات ش.م.م,2025,الصناعة التحويلية,medium,6.78,5.9836,5.98,1.0808,0.7964,152,626,75.8
الدلتا أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.78,5.9836,5.98,1.0808,0.7964,152,626,75.8
حورس لوجستيات محدودة,2025,الصناعة التحويلية,medium,6.77,5.9836,5.98,1.0808,0.7864,154,626,75.48
النيل كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.77,5.9836,5.98,1.0808,0.7864,154,626,75.48
الإسكندرية تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.76,5.9836,5.98,1.0808,0.7764,156,626,75.24
سيناء بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.75,5.9836,5.98,1.0808,0.7664,157,626,75.0
سيناء تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.75,5.9836,5.98,1.0808,0.7664,157,626,75.0
مصر زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.73,5.9836,5.98,1.0808,0.7464,159,626,74.68
حورس لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,6.73,5.9836,5.98,1.0808,0.7464,159,626,74.68
سيناء أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.72,5.9836,5.98,1.0808,0.7364,162,626,74.2
مصر أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.72,5.9836,5.98,1.0808,0.7364,162,626,74.2
سيناء منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.72,5.9836,5.98,1.0808,0.7364,162,626,74.2
الجيزة منسوجات ش.م.م,2025,الصناعة التحويلية,medium,6.72,5.9836,5.98,1.0808,0.7364,162,626,74.2
الإسكندرية منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.71,5.9836,5.98,1.0808,0.7264,165,626,73.8
الدلتا كيماويات ش.م.م,2025,الصناعة التحويلية,medium,6.7,5.9836,5.98,1.0808,0.7164,166,626,73.56
القاهرة تقنية ذ.م.م,2025,الصناعة التحويلية,medium,6.7,5.9836,5.98,1.0808,0.7164,166,626,73.56
الدلتا أغذية محدودة,2025,الصناعة التحويلية,medium,6.69,5.9836,5.98,1.0808,0.7064,168,626,73.24
حورس كيماويات ش.م.م,2025,الصناعة التحويلية,medium,6.69,5.9836,5.98,1.0808,0.7064,168,626,73.24
الأهرام زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.68,5.9836,5.98,1.0808,0.6964,171,626,72.84
القاهرة تقنية ش.م.م,2025,الصناعة التحويلية,medium,6.68,5.9836,5.98,1.0808,0.6964,171,626,72.84
النيل صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.68,5.9836,5.98,1.0808,0.6964,171,626,72.84
القاهرة تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.67,5.9836,5.98,1.0808,0.6864,173,626,72.44
القاهرة لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,6.67,5.9836,5.98,1.0808,0.6864,173,626,72.44
حورس لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.66,5.9836,5.98,1.0808,0.6764,175,626,72.12
الأهرام منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.66,5.9836,5.98,1.0808,0.6764,175,626,72.12
سيناء زراعة محدودة,2025,الصناعة التحويلية,medium,6.65,5.9836,5.98,1.0808,0.6664,177,626,71.88
النيل تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.64,5.9836,5.98,1.0808,0.6564,179,626,71.57
الإسكندرية كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,6.64,5.9836,5.98,1.0808,0.6564,179,626,71.57
الجيزة تقنية محدودة,2025,الصناعة التحويلية,medium,6.64,5.9836,5.98,1.0808,0.6564,179,626,71.57
الأهرام أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.63,5.9836,5.98,1.0808,0.6464,181,626,71.17
مصر منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.63,5.9836,5.98,1.0808,0.6464,181,626,71.17
مصر تقنية ش.م.م,2025,الصناعة التحويلية,medium,6.62,5.9836,5.98,1.0808,0.6364,184,626,70.77
سيناء صلب ش.م.م,2025,الصناعة التحويلية,medium,6.62,5.9836,5.98,1.0808,0.6364,184,626,70.77
الإسكندرية أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.62,5.9836,5.98,1.0808,0.6364,184,626,70.77
حورس خدمات محدودة,2025,الصناعة التحويلية,medium,6.61,5.9836,5.98,1.0808,0.6264,186,626,70.37
اللوتس خدمات ذ.م.م,2025,الصناعة التحويلية,medium,6.61,5.9836,5.98,1.0808,0.6264,186,626,70.37
الإسكندرية زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.6,5.9836,5.98,1.0808,0.6164,189,626,69.97
النيل خدمات ش.م.م,2025,الصناعة التحويلية,medium,6.6,5.9836,5.98,1.0808,0.6164,189,626,69.97
اللوتس بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.6,5.9836,5.98,1.0808,0.6164,189,626,69.97
مصر تجارة ذ.م.م,2025,الصناعة التحويلية,medium,6.58,5.9836,5.98,1.0808,0.5964,192,626,69.49
الأهرام خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.58,5.9836,5.98,1.0808,0.5964,192,626,69.49
الجيزة صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.58,5.9836,5.98,1.0808,0.5964,192,626,69.49
القاهرة زراعة ذ.م.م,2025,الصناعة التحويلية,medium,6.57,5.9836,5.98,1.0808,0.5864,194,626,69.09
الأهرام أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.57,5.9836,5.98,1.0808,0.5864,194,626,69.09
الدلتا خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.56,5.9836,5.98,1.0808,0.5764,198,626,68.53
حورس أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.56,5.9836,5.98,1.0808,0.5764,198,626,68.53
الأهرام تجارة محدودة,2025,الصناعة التحويلية,medium,6.56,5.9836,5.98,1.0808,0.5764,198,626,68.53
الجيزة كيماويات محدودة,2025,الصناعة التحويلية,medium,6.56,5.9836,5.98,1.0808,0.5764,198,626,68.53
النيل خدمات محدودة,2025,الصناعة التحويلية,medium,6.56,5.9836,5.98,1.0808,0.5764,198,626,68.53
مصر بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.55,5.9836,5.98,1.0808,0.5664,201,626,67.97
الجيزة بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,6.55,5.9836,5.98,1.0808,0.5664,201,626,67.97
الأهرام تقنية محدودة,2025,الصناعة التحويلية,medium,6.54,5.9836,5.98,1.0808,0.5564,203,626,67.65
الدلتا منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.54,5.9836,5.98,1.0808,0.5564,203,626,67.65
حورس أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.53,5.9836,5.98,1.0808,0.5464,205,626,67.33
القاهرة منسوجات محدودة,2025,الصناعة التحويلية,medium,6.53,5.9836,5.98,1.0808,0.5464,205,626,67.33
مصر منسوجات محدودة,2025,الصناعة التحويلية,medium,6.52,5.9836,5.98,1.0808,0.5364,207,626,67.09
الدلتا لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.51,5.9836,5.98,1.0808,0.5264,208,626,66.93
الدلتا زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.5,5.9836,5.98,1.0808,0.5164,210,626,66.61
النيل كيماويات ش.م.م,2025,الصناعة التحويلية,medium,6.5,5.9836,5.98,1.0808,0.5164,210,626,66.61
اللوتس منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.5,5.9836,5.98,1.0808,0.5164,210,626,66.61
القاهرة منسوجات ش.م.م,2025,الصناعة التحويلية,medium,6.49,5.9836,5.98,1.0808,0.5064,212,626,66.29
القاهرة زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.48,5.9836,5.98,1.0808,0.4964,213,626,66.05
سيناء بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.48,5.9836,5.98,1.0808,0.4964,213,626,66.05
حورس زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.47,5.9836,5.98,1.0808,0.4864,215,626,65.73
الجيزة صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.47,5.9836,5.98,1.0808,0.4864,215,626,65.73
النيل صلب ذ.م.م,2025,الصناعة التحويلية,medium,6.46,5.9836,5.98,1.0808,0.4764,217,626,65.5
سيناء بلاستيك محدودة,2025,الصناعة التحويلية,medium,6.45,5.9836,5.98,1.0808,0.4664,218,626,65.34
حورس خدمات ش.م.م,2025,الصناعة التحويلية,medium,6.44,5.9836,5.98,1.0808,0.4564,219,626,65.18
الإسكندرية زراعة محدودة,2025,الصناعة التحويلية,medium,6.43,5.9836,5.98,1.0808,0.4464,221,626,64.86
سيناء خدمات محدودة,2025,الصناعة التحويلية,medium,6.43,5.9836,5.98,1.0808,0.4464,221,626,64.86
سيناء أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.43,5.9836,5.98,1.0808,0.4464,221,626,64.86
سيناء تقنية محدودة,2025,الصناعة التحويلية,medium,6.42,5.9836,5.98,1.0808,0.4364,223,626,64.54
الأهرام منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.41,5.9836,5.98,1.0808,0.4264,224,626,64.3
القاهرة تجارة محدودة,2025,الصناعة التحويلية,medium,6.41,5.9836,5.98,1.0808,0.4264,224,626,64.3
الجيزة زراعة محدودة,2025,الصناعة التحويلية,medium,6.4,5.9836,5.98,1.0808,0.4164,226,626,64.06
الجيزة زراعة محدودة,2025,الصناعة التحويلية,medium,6.39,5.9836,5.98,1.0808,0.4064,227,626,63.9
سيناء كيماويات ش.م.م,2025,الصناعة التحويلية,medium,6.36,5.9836,5.98,1.0808,0.3764,228,626,63.74
الجيزة صلب محدودة,2025,الصناعة التحويلية,medium,6.35,5.9836,5.98,1.0808,0.3664,230,626,63.42
القاهرة أغذية ذ.م.م,2025,الصناعة التحويلية,medium,6.35,5.9836,5.98,1.0808,0.3664,230,626,63.42
الدلتا أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.35,5.9836,5.98,1.0808,0.3664,230,626,63.42
اللوتس بلاستيك محدودة,2025,الصناعة التحويلية,medium,6.34,5.9836,5.98,1.0808,0.3564,232,626,63.02
مصر زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.34,5.9836,5.98,1.0808,0.3564,232,626,63.02
الإسكندرية تقنية ذ.م.م,2025,الصناعة التحويلية,medium,6.33,5.9836,5.98,1.0808,0.3464,234,626,62.78
الأهرام تجارة ذ.م.م,2025,الصناعة التحويلية,medium,6.32,5.9836,5.98,1.0808,0.3364,236,626,62.46
الإسكندرية تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.32,5.9836,5.98,1.0808,0.3364,236,626,62.46
النيل لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.32,5.9836,5.98,1.0808,0.3364,236,626,62.46
الإسكندرية أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.31,5.9836,5.98,1.0808,0.3264,238,626,62.06
النيل صلب محدودة,2025,الصناعة التحويلية,medium,6.31,5.9836,5.98,1.0808,0.3264,238,626,62.06
اللوتس خدمات ذ.م.م,2025,الصناعة التحويلية,medium,6.3,5.9836,5.98,1.0808,0.3164,240,626,61.74
سيناء بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.3,5.9836,5.98,1.0808,0.3164,240,626,61.74
الدلتا زراعة محدودة,2025,الصناعة التحويلية,medium,6.29,5.9836,5.98,1.0808,0.3064,242,626,61.5
النيل تجارة محدودة,2025,الصناعة التحويلية,medium,6.28,5.9836,5.98,1.0808,0.2964,244,626,61.1
اللوتس لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,6.28,5.9836,5.98,1.0808,0.2964,244,626,61.1
الدلتا كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,6.28,5.9836,5.98,1.0808,0.2964,244,626,61.1
اللوتس زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.28,5.9836,5.98,1.0808,0.2964,244,626,61.1
النيل صلب ش.م.م,2025,الصناعة التحويلية,medium,6.27,5.9836,5.98,1.0808,0.2864,248,626,60.54
الإسكندرية صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.27,5.9836,5.98,1.0808,0.2864,248,626,60.54
حورس لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.27,5.9836,5.98,1.0808,0.2864,248,626,60.54
سيناء بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,6.26,5.9836,5.98,1.0808,0.2764,250,626,60.14
الإسكندرية خدمات ذ.م.م,2025,الصناعة التحويلية,medium,6.26,5.9836,5.98,1.0808,0.2764,250,626,60.14
النيل منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.25,5.9836,5.98,1.0808,0.2664,252,626,59.9
الإسكندرية تجارة ذ.م.م,2025,الصناعة التحويلية,medium,6.24,5.9836,5.98,1.0808,0.2564,253,626,59.74
الأهرام كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,6.23,5.9836,5.98,1.0808,0.2464,254,626,59.5
الأهرام بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.23,5.9836,5.98,1.0808,0.2464,254,626,59.5
الإسكندرية زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.22,5.9836,5.98,1.0808,0.2364,256,626,59.27
مصر منسوجات محدودة,2025,الصناعة التحويلية,medium,6.21,5.9836,5.98,1.0808,0.2264,257,626,59.03
الإسكندرية كيماويات محدودة,2025,الصناعة التحويلية,medium,6.21,5.9836,5.98,1.0808,0.2264,257,626,59.03
النيل خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.2,5.9836,5.98,1.0808,0.2164,259,626,58.79
الإسكندرية بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.19,5.9836,5.98,1.0808,0.2064,261,626,58.39
اللوتس تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.19,5.9836,5.98,1.0808,0.2064,261,626,58.39
الإسكندرية تقنية ذ.م.م,2025,الصناعة التحويلية,medium,6.19,5.9836,5.98,1.0808,0.2064,261,626,58.39
سيناء تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.19,5.9836,5.98,1.0808,0.2064,261,626,58.39
الأهرام لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
الجيزة تجارة ذ.م.م,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
اللوتس صلب محدودة,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
الدلتا زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
الدلتا كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
سيناء زراعة ذ.م.م,2025,الصناعة التحويلية,medium,6.18,5.9836,5.98,1.0808,0.1964,266,626,57.59
الدلتا منسوجات محدودة,2025,الصناعة التحويلية,medium,6.17,5.9836,5.98,1.0808,0.1864,270,626,56.95
الإسكندرية بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.17,5.9836,5.98,1.0808,0.1864,270,626,56.95
النيل لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,6.16,5.9836,5.98,1.0808,0.1764,273,626,56.47
القاهرة لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,6.16,5.9836,5.98,1.0808,0.1764,273,626,56.47
الدلتا تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.16,5.9836,5.98,1.0808,0.1764,273,626,56.47
اللوتس أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.16,5.9836,5.98,1.0808,0.1764,273,626,56.47
الأهرام لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,6.15,5.9836,5.98,1.0808,0.1664,276,626,55.99
الإسكندرية زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.15,5.9836,5.98,1.0808,0.1664,276,626,55.99
الدلتا تقنية محدودة,2025,الصناعة التحويلية,medium,6.14,5.9836,5.98,1.0808,0.1564,278,626,55.67
سيناء أغذية محدودة,2025,الصناعة التحويلية,medium,6.14,5.9836,5.98,1.0808,0.1564,278,626,55.67
القاهرة منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,6.12,5.9836,5.98,1.0808,0.1364,280,626,55.35
اللوتس منسوجات محدودة,2025,الصناعة التحويلية,medium,6.12,5.9836,5.98,1.0808,0.1364,280,626,55.35
الإسكندرية خدمات محدودة,2025,الصناعة التحويلية,medium,6.11,5.9836,5.98,1.0808,0.1264,282,626,55.03
حورس تقنية محدودة,2025,الصناعة التحويلية,medium,6.11,5.9836,5.98,1.0808,0.1264,282,626,55.03
الإسكندرية أغذية ش.م.م,2025,الصناعة التحويلية,medium,6.1,5.9836,5.98,1.0808,0.1164,285,626,54.63
الإسكندرية كيماويات محدودة,2025,الصناعة التحويلية,medium,6.1,5.9836,5.98,1.0808,0.1164,285,626,54.63
حورس تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.1,5.9836,5.98,1.0808,0.1164,285,626,54.63
الأهرام أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.09,5.9836,5.98,1.0808,0.1064,288,626,54.15
حورس خدمات محدودة,2025,الصناعة التحويلية,medium,6.09,5.9836,5.98,1.0808,0.1064,288,626,54.15
حورس تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.09,5.9836,5.98,1.0808,0.1064,288,626,54.15
اللوتس كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.08,5.9836,5.98,1.0808,0.0964,290,626,53.75
القاهرة زراعة محدودة,2025,الصناعة التحويلية,medium,6.08,5.9836,5.98,1.0808,0.0964,290,626,53.75
الإسكندرية زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.07,5.9836,5.98,1.0808,0.0864,292,626,53.43
القاهرة منسوجات محدودة,2025,الصناعة التحويلية,medium,6.07,5.9836,5.98,1.0808,0.0864,292,626,53.43
الدلتا بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,6.06,5.9836,5.98,1.0808,0.0764,294,626,53.19
حورس أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.05,5.9836,5.98,1.0808,0.0664,296,626,52.88
الجيزة زراعة محدودة,2025,الصناعة التحويلية,medium,6.05,5.9836,5.98,1.0808,0.0664,296,626,52.88
الجيزة منسوجات محدودة,2025,الصناعة التحويلية,medium,6.05,5.9836,5.98,1.0808,0.0664,296,626,52.88
الدلتا صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.04,5.9836,5.98,1.0808,0.0564,299,626,52.4
القاهرة خدمات محدودة,2025,الصناعة التحويلية,medium,6.04,5.9836,5.98,1.0808,0.0564,299,626,52.4
الأهرام صلب محدودة,2025,الصناعة التحويلية,medium,6.04,5.9836,5.98,1.0808,0.0564,299,626,52.4
سيناء زراعة ش.م.م,2025,الصناعة التحويلية,medium,6.03,5.9836,5.98,1.0808,0.0464,301,626,52.0
الجيزة منسوجات ش.م.م,2025,الصناعة التحويلية,medium,6.03,5.9836,5.98,1.0808,0.0464,301,626,52.0
الجيزة أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.02,5.9836,5.98,1.0808,0.0364,303,626,51.76
سيناء صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.01,5.9836,5.98,1.0808,0.0264,304,626,51.52
الجيزة تجارة ش.م.م,2025,الصناعة التحويلية,medium,6.01,5.9836,5.98,1.0808,0.0264,304,626,51.52
مصر صلب محدودة,2025,الصناعة التحويلية,medium,6.0,5.9836,5.98,1.0808,0.0164,307,626,51.04
سيناء صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,6.0,5.9836,5.98,1.0808,0.0164,307,626,51.04
النيل صلب محدودة,2025,الصناعة التحويلية,medium,6.0,5.9836,5.98,1.0808,0.0164,307,626,51.04
حورس تجارة محدودة,2025,الصناعة التحويلية,medium,6.0,5.9836,5.98,1.0808,0.0164,307,626,51.04
القاهرة كيماويات محدودة,2025,الصناعة التحويلية,medium,5.99,5.9836,5.98,1.0808,0.0064,310,626,50.56
حورس صلب ش.م.م,2025,الصناعة التحويلية,medium,5.99,5.9836,5.98,1.0808,0.0064,310,626,50.56
اللوتس صلب ش.م.م,2025,الصناعة التحويلية,medium,5.98,5.9836,5.98,1.0808,-0.0036,313,626,50.16
الأهرام خدمات ش.م.م,2025,الصناعة التحويلية,medium,5.98,5.9836,5.98,1.0808,-0.0036,313,626,50.16
القاهرة بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.98,5.9836,5.98,1.0808,-0.0036,313,626,50.16
مصر صلب ذ.م.م,2025,الصناعة التحويلية,medium,5.97,5.9836,5.98,1.0808,-0.0136,315,626,49.76
سيناء لوجستيات محدودة,2025,الصناعة التحويلية,medium,5.97,5.9836,5.98,1.0808,-0.0136,315,626,49.76
سيناء لوجستيات محدودة,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
سيناء أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
القاهرة صلب ش.م.م,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
النيل تجارة ش.م.م,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
الإسكندرية تجارة محدودة,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
الجيزة تجارة محدودة,2025,الصناعة التحويلية,medium,5.96,5.9836,5.98,1.0808,-0.0236,319,626,49.12
اللوتس تقنية محدودة,2025,الصناعة التحويلية,medium,5.95,5.9836,5.98,1.0808,-0.0336,323,626,48.48
سيناء كيماويات محدودة,2025,الصناعة التحويلية,medium,5.95,5.9836,5.98,1.0808,-0.0336,323,626,48.48
مصر صلب ش.م.م,2025,الصناعة التحويلية,medium,5.94,5.9836,5.98,1.0808,-0.0436,326,626,48.08
اللوتس خدمات محدودة,2025,الصناعة التحويلية,medium,5.94,5.9836,5.98,1.0808,-0.0436,326,626,48.08
الأهرام أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.94,5.9836,5.98,1.0808,-0.0436,326,626,48.08
سيناء زراعة ذ.م.م,2025,الصناعة التحويلية,medium,5.93,5.9836,5.98,1.0808,-0.0536,329,626,47.6
الإسكندرية كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,5.93,5.9836,5.98,1.0808,-0.0536,329,626,47.6
الأهرام تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.93,5.9836,5.98,1.0808,-0.0536,329,626,47.6
سيناء كيماويات محدودة,2025,الصناعة التحويلية,medium,5.92,5.9836,5.98,1.0808,-0.0636,333,626,46.96
حورس تجارة محدودة,2025,الصناعة التحويلية,medium,5.92,5.9836,5.98,1.0808,-0.0636,333,626,46.96
سيناء منسوجات محدودة,2025,الصناعة التحويلية,medium,5.92,5.9836,5.98,1.0808,-0.0636,333,626,46.96
الأهرام بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.92,5.9836,5.98,1.0808,-0.0636,333,626,46.96
حورس منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.92,5.9836,5.98,1.0808,-0.0636,333,626,46.96
اللوتس كيماويات محدودة,2025,الصناعة التحويلية,medium,5.91,5.9836,5.98,1.0808,-0.0736,337,626,46.25
الإسكندرية منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.91,5.9836,5.98,1.0808,-0.0736,337,626,46.25
الدلتا خدمات ش.م.م,2025,الصناعة التحويلية,medium,5.91,5.9836,5.98,1.0808,-0.0736,337,626,46.25
