tax_id,name,isic_section,sector,isic_class,is_industrial,start_year,close_year,paid_in_capital_egp,sme_tier_init,isic_class_name_en
EG6883439860,Lotus Trading SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2017,10000,4860668.0,medium,Wholesale of electronic and telecommunications equipment and parts
EG1674818257,Alex Chem LLC,N,Administrative and support service activities,N7830,0,2023,10000,4073899.0,medium,Other human resources provision
EG5503305516,Delta Logistics Ltd.,F,Construction,F4321,1,2014,10000,5811795.0,medium,Electrical installation
EG1518545221,Horus Trading SAE,M,"Professional, scientific and technical activities",M7410,0,2008,10000,1002309.0,small,Specialized design activities
EG8413628751,Nile Chem LLC,J,Information and communication,J5819,0,2006,10000,2151991.0,small,Other publishing activities
EG6508871675,Cairo Steel Co.,S,Other service activities,S9521,0,2019,10000,2981151.0,small,Repair of consumer electronics
EG1609839037,Misr Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2007,10000,4658947.0,medium,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
EG9556734032,Giza Agri Co.,C,Manufacturing,C1073,1,2016,2019,345523.0,small,"Manufacture of cocoa, chocolate and sugar confectionery"
EG7014513753,Misr Chem SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4540,0,2012,10000,3533623.0,medium,"Sale, maintenance and repair of motorcycles and related parts and accessories"
EG7666064739,Sinai Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2012,10000,4785354.0,medium,"Retail sale of books, newspapers and stationary in specialized stores"
EG3053800846,Misr Logistics Co.,N,Administrative and support service activities,N7730,0,2008,10000,2657832.0,small,"Renting and leasing of other machinery, equipment and tangible goods"
EG3474840250,Horus Logistics LLC,I,Accommodation and food service activities,I5520,0,2015,10000,620322.0,small,"Camping grounds, recreational vehicle parks and trailer parks"
EG1194110817,Misr Logistics Co.,C,Manufacturing,C1312,1,2007,10000,14320308.0,medium,Weaving of textiles
EG6391879928,Sinai Plastics Co.,H,Transportation and storage,H5224,0,2014,10000,4584872.0,medium,Cargo handling
EG4261559353,Misr Foods Co.,F,Construction,F4220,1,2013,10000,6046859.0,medium,Construction of utility projects
EG5107920691,Delta Tech Ltd.,H,Transportation and storage,H5022,0,2024,10000,4530760.0,medium,Inland freight water transport
EG6590736700,Alex Plastics Ltd.,M,"Professional, scientific and technical activities",M7010,0,2018,2022,497405.0,small,Activities of head offices
EG6926676846,Delta Trading Ltd.,F,Construction,F4311,1,2020,2025,5573930.0,medium,Demolition
EG3759727577,Pyramid Plastics Co.,P,Education,P8542,0,2024,10000,1037657.0,small,Cultural education
EG3829127205,Nile Services SAE,C,Manufacturing,C2822,1,2016,10000,8871186.0,medium,Manufacture of metal-forming machinery and machine tools
EG6975099181,Alex Services Co.,S,Other service activities,S9412,0,2006,10000,973850.0,small,Activities of professional membership organizations
EG1654147358,Horus Textiles Ltd.,M,"Professional, scientific and technical activities",M6920,0,2008,10000,4069434.0,medium,"Accounting, bookkeeping and auditing activities; tax consultancy"
EG9159199104,Lotus Steel SAE,F,Construction,F4390,1,2009,10000,9345664.0,medium,Other specialized construction activities
EG1216474464,Cairo Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4722,0,2020,2027,2232236.0,small,Retail sale of beverages in specialized stores
EG1486722326,Lotus Services LLC,L,Real estate activities,L6810,0,2016,10000,4415793.0,medium,Real estate activities with own or leased property
EG4187085696,Delta Agri Co.,C,Manufacturing,C1103,1,2013,10000,4026824.0,small,Manufacture of malt liquors and malt
EG5495210078,Giza Foods Co.,Q,Human health and social work activities,Q8890,0,2016,10000,2140205.0,small,Other social work activities without accommodation
EG8610583520,Horus Logistics LLC,C,Manufacturing,C2670,1,2021,10000,14452815.0,medium,Manufacture of optical instruments and photographic equipment
EG6085349539,Sinai Textiles SAE,H,Transportation and storage,H5221,0,2020,10000,4799304.0,medium,Service activities incidental to land transportation
EG5320473420,Misr Trading LLC,F,Construction,F4100,1,2011,10000,3841938.0,small,Construction of buildings
EG5802132466,Horus Textiles LLC,I,Accommodation and food service activities,I5610,0,2016,10000,945163.0,small,Restaurants and mobile food service activities
EG6726882156,Sinai Foods Co.,A,"Agriculture, forestry and fishing",A0122,1,2005,10000,8009487.0,medium,Growing of tropical and subtropical fruits
EG9513887688,Nile Services Ltd.,K,Financial and insurance activities,K6491,0,2011,10000,2779977.0,small,Financial leasing
EG7659869590,Lotus Chem LLC,A,"Agriculture, forestry and fishing",A0210,1,2019,10000,14733464.0,medium,Silviculture and other forestry activities
EG1355086633,Pyramid Steel Co.,C,Manufacturing,C2432,1,2011,10000,2177234.0,small,Casting of non-ferrous metals
EG3781505016,Lotus Chem SAE,M,"Professional, scientific and technical activities",M7120,0,2012,10000,4687577.0,medium,Technical testing and analysis
EG5650686134,Lotus Foods Co.,J,Information and communication,J5819,0,2019,10000,4873863.0,medium,Other publishing activities
EG6854112271,Misr Agri SAE,N,Administrative and support service activities,N7810,0,2010,10000,1904717.0,small,Activities of employment placement agencies
EG4889653952,Alex Services Co.,Q,Human health and social work activities,Q8890,0,2015,10000,4018871.0,medium,Other social work activities without accommodation
EG8027847396,Nile Steel LLC,C,Manufacturing,C1702,1,2023,10000,4031083.0,small,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
EG8908575595,Delta Services LLC,F,Construction,F4330,1,2023,10000,2875910.0,small,Building completion and finishing
EG1533409479,Misr Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4641,0,2022,10000,560365.0,small,"Wholesale of textiles, clothing and footwear"
EG2745274972,Nile Steel Ltd.,K,Financial and insurance activities,K6622,0,2007,10000,4510037.0,medium,Activities of insurance agents and brokers
EG9382140700,Pyramid Steel Ltd.,I,Accommodation and food service activities,I5510,0,2005,2017,4919188.0,medium,Short term accommodation activities
EG9645250304,Cairo Services SAE,H,Transportation and storage,H5224,0,2024,2031,619195.0,small,Cargo handling
EG5689810798,Lotus Tech LLC,C,Manufacturing,C2593,1,2008,10000,9264251.0,medium,"Manufacture of cutlery, hand tools and general hardware"
EG4608131549,Giza Chem LLC,N,Administrative and support service activities,N8110,0,2023,10000,2443795.0,small,Combined facilities support activities
EG9993638425,Sinai Foods Co.,F,Construction,F4330,1,2020,10000,12469617.0,medium,Building completion and finishing
EG4214765661,Cairo Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2018,10000,1890990.0,small,Other retail sale of new goods in specialized stores
EG9186115232,Nile Trading LLC,H,Transportation and storage,H5012,0,2015,10000,1152809.0,small,Sea and coastal freight water transport
EG4491793435,Pyramid Tech LLC,F,Construction,F4311,1,2015,10000,13536453.0,medium,Demolition
EG7358665393,Lotus Chem SAE,F,Construction,F4322,1,2018,10000,14857088.0,medium,"Plumbing, heat and air-conditioning installation"
EG6577967867,Nile Tech SAE,M,"Professional, scientific and technical activities",M7490,0,2005,10000,4546912.0,medium,"Other professional, scientific and technical activities n.e.c."
EG3864549643,Cairo Logistics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2021,10000,645778.0,small,"Wholesale of computers, computer peripheral equipment and software"
EG2489605988,Alex Agri SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2012,10000,4843855.0,medium,"Retail sale of books, newspapers and stationary in specialized stores"
EG8190844169,Nile Steel Ltd.,C,Manufacturing,C2651,1,2014,10000,319423.0,small,"Manufacture of measuring, testing, navigating and control equipment"
EG6204423504,Sinai Services LLC,K,Financial and insurance activities,K6491,0,2014,10000,3542275.0,medium,Financial leasing
EG6116289768,Lotus Agri SAE,C,Manufacturing,C2591,1,2021,10000,167220.0,small,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
EG3044802161,Misr Logistics SAE,J,Information and communication,J5920,0,2016,10000,894137.0,small,Sound recording and music publishing activities
EG2000999028,Horus Plastics Co.,E,"Water supply; sewerage, waste management and remediation activities",E3812,1,2006,10000,3978840.0,small,Collection of hazardous waste
EG6460814801,Giza Steel Ltd.,K,Financial and insurance activities,K6622,0,2012,10000,2533761.0,small,Activities of insurance agents and brokers
EG1858653690,Lotus Trading SAE,J,Information and communication,J5812,0,2013,10000,159984.0,small,Publishing of directories and mailing lists
EG6144770202,Delta Logistics Ltd.,C,Manufacturing,C1080,1,2015,10000,3723397.0,small,Manufacture of prepared animal feeds
EG8488505894,Lotus Tech Ltd.,C,Manufacturing,C2511,1,2011,10000,14411549.0,medium,Manufacture of structural metal products
EG9974406287,Horus Logistics LLC,J,Information and communication,J6190,0,2014,10000,4103135.0,medium,Other telecommunications activities
EG7254110785,Giza Foods SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4763,0,2022,10000,3557872.0,medium,Retail sale of sporting equipment in specialized stores
EG6087022251,Misr Steel LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4722,0,2012,10000,1823783.0,small,Retail sale of beverages in specialized stores
EG1734189089,Lotus Textiles SAE,A,"Agriculture, forestry and fishing",A0113,1,2007,10000,2538156.0,small,"Growing of vegetables and melons, roots and tubers"
EG6935083596,Cairo Tech LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4661,0,2013,10000,4742470.0,medium,"Wholesale of solid, liquid and gaseous fuels and related products"
EG2294340899,Delta Steel Co.,C,Manufacturing,C1313,1,2007,10000,1779789.0,small,Finishing of textiles
EG8966405638,Sinai Agri Co.,N,Administrative and support service activities,N8211,0,2012,10000,2689062.0,small,Combined office administrative service activities
EG8141661411,Cairo Trading SAE,A,"Agriculture, forestry and fishing",A0240,1,2010,10000,5533224.0,medium,Support services to forestry
EG2126407791,Misr Agri SAE,C,Manufacturing,C1020,1,2018,10000,4805236.0,small,"Processing and preserving of fish, crustaceans and molluscs"
EG9372739815,Lotus Services LLC,C,Manufacturing,C1079,1,2008,10000,6292621.0,medium,Manufacture of other food products n.e.c.
EG4247068156,Lotus Foods LLC,C,Manufacturing,C1050,1,2005,10000,5606157.0,medium,Manufacture of dairy products
EG5400347006,Cairo Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2023,2029,1203332.0,small,Non-specialized wholesale trade
EG3944870348,Pyramid Tech Co.,C,Manufacturing,C2630,1,2021,10000,13325816.0,medium,Manufacture of communication equipment
EG2792785378,Sinai Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2022,10000,2523497.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG6548494102,Cairo Steel Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4530,0,2014,10000,723556.0,small,Sale of motor vehicle parts and accessories
EG4119609054,Cairo Agri Co.,J,Information and communication,J5811,0,2011,10000,4213895.0,medium,Book publishing
EG4140996786,Giza Foods Co.,F,Construction,F4210,1,2005,2010,3185352.0,small,Construction of roads and railways
EG2756029988,Cairo Tech LLC,I,Accommodation and food service activities,I5610,0,2010,10000,4012584.0,medium,Restaurants and mobile food service activities
EG3249702439,Delta Services Ltd.,A,"Agriculture, forestry and fishing",A0141,1,2010,10000,3253570.0,small,Raising of cattle and buffaloes
EG4197855422,Nile Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4510,0,2012,10000,3856168.0,medium,Sale of motor vehicles
EG8954015285,Delta Logistics SAE,P,Education,P8510,0,2014,10000,3447194.0,medium,Pre-primary and primary education
EG8920341692,Horus Foods LLC,C,Manufacturing,C2812,1,2005,10000,13812088.0,medium,Manufacture of fluid power equipment
EG4315804999,Alex Trading LLC,C,Manufacturing,C2420,1,2021,10000,9545764.0,medium,Manufacture of basic precious and other non-ferrous metals
EG4480367827,Lotus Trading SAE,P,Education,P8522,0,2012,10000,3435390.0,medium,Technical and vocational secondary education
EG9682844417,Alex Textiles LLC,I,Accommodation and food service activities,I5629,0,2014,10000,1879986.0,small,Other food service activities
EG5153346786,Cairo Services LLC,A,"Agriculture, forestry and fishing",A0149,1,2013,10000,3200640.0,small,Raising of other animals
EG5288447322,Alex Chem Ltd.,R,"Arts, entertainment and recreation",R9000,0,2018,10000,774016.0,small,"Creative, arts and entertainment activities"
EG6847167253,Horus Logistics LLC,A,"Agriculture, forestry and fishing",A0161,1,2019,2025,2517458.0,small,Support activities for crop production
EG4609234412,Lotus Services Ltd.,Q,Human health and social work activities,Q8620,0,2023,10000,3188617.0,medium,Medical and dental practice activities
EG3943111593,Delta Trading Ltd.,H,Transportation and storage,H4923,0,2023,10000,1344363.0,small,Freight transport by road
EG1222007648,Pyramid Textiles Co.,C,Manufacturing,C2750,1,2015,10000,9981618.0,medium,Manufacture of domestic appliances
EG3157115369,Horus Trading Co.,K,Financial and insurance activities,K6530,0,2012,2014,2979549.0,small,Pension funding
EG7646697647,Pyramid Agri SAE,J,Information and communication,J5913,0,2016,10000,4775530.0,medium,"Motion picture, video and television programme distribution activities"
EG1736575877,Delta Textiles LLC,P,Education,P8542,0,2008,10000,606007.0,small,Cultural education
EG6975691412,Lotus Tech LLC,C,Manufacturing,C2220,1,2014,10000,4389873.0,small,Manufacture of plastics products
EG1970597703,Nile Tech SAE,K,Financial and insurance activities,K6420,0,2013,10000,2012992.0,small,Activities of holding companies
EG5350007196,Horus Steel Ltd.,L,Real estate activities,L6820,0,2019,10000,3011250.0,medium,Real estate activities on a fee or contract basis
EG1108858212,Giza Foods SAE,M,"Professional, scientific and technical activities",M7220,0,2008,10000,1017151.0,small,Research and experimental development on social sciences and humanities
EG4783830497,Lotus Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4772,0,2022,10000,1589495.0,small,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
EG4089497586,Nile Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4711,0,2009,10000,3106482.0,medium,"Retail sale in non-specialized stores with food, beverages or tobacco predominating"
EG2862586009,Pyramid Agri SAE,F,Construction,F4330,1,2014,10000,4681507.0,small,Building completion and finishing
EG8424371024,Delta Tech Ltd.,Q,Human health and social work activities,Q8890,0,2018,10000,4667764.0,medium,Other social work activities without accommodation
EG4509719296,Lotus Foods LLC,A,"Agriculture, forestry and fishing",A0123,1,2021,10000,14747773.0,medium,Growing of citrus fruits
EG1084233044,Giza Services SAE,P,Education,P8541,0,2021,10000,1852313.0,small,Sports and recreation education
EG9205189980,Horus Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2021,2031,4758629.0,medium,Retail sale of automotive fuel in specialized stores
EG6060647729,Horus Chem Co.,F,Construction,F4321,1,2011,2015,11237460.0,medium,Electrical installation
EG4660719534,Cairo Trading LLC,F,Construction,F4100,1,2015,10000,4134318.0,small,Construction of buildings
EG1020681740,Delta Trading Co.,A,"Agriculture, forestry and fishing",A0141,1,2007,10000,1297027.0,small,Raising of cattle and buffaloes
EG6592384531,Sinai Textiles SAE,L,Real estate activities,L6810,0,2017,10000,874051.0,small,Real estate activities with own or leased property
EG3722866211,Horus Services SAE,C,Manufacturing,C2821,1,2005,10000,8153210.0,medium,Manufacture of agricultural and forestry machinery
EG5872527070,Delta Chem LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2015,10000,4072871.0,medium,Retail sale via stalls and markets of other goods
EG8134587693,Sinai Textiles Ltd.,F,Construction,F4329,1,2022,10000,8559074.0,medium,Other construction installation
EG7278788501,Alex Agri SAE,C,Manufacturing,C1399,1,2024,10000,5724679.0,medium,Manufacture of other textiles n.e.c.
EG7017474238,Sinai Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4651,0,2011,10000,1836711.0,small,"Wholesale of computers, computer peripheral equipment and software"
EG7677170597,Horus Services LLC,Q,Human health and social work activities,Q8890,0,2018,10000,4067231.0,medium,Other social work activities without accommodation
EG4027520705,Pyramid Plastics SAE,S,Other service activities,S9601,0,2015,10000,939626.0,small,Washing and (dry-) cleaning of textile and fur products
EG8205108113,Alex Steel LLC,P,Education,P8521,0,2015,10000,3591222.0,medium,General secondary education
EG6046962360,Alex Chem Co.,D,"Electricity, gas, steam and air conditioning supply",D3520,1,2005,10000,9685353.0,medium,Manufacture of gas; distribution of gaseous fuels through mains
EG3293428034,Nile Steel SAE,C,Manufacturing,C2652,1,2016,10000,11465986.0,medium,Manufacture of watches and clocks
EG3757653303,Lotus Plastics Co.,C,Manufacturing,C3230,1,2013,10000,4288063.0,small,Manufacture of sports goods
EG6212017648,Sinai Chem LLC,H,Transportation and storage,H5210,0,2013,10000,2409620.0,small,Warehousing and storage
EG6994407380,Horus Plastics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4763,0,2007,10000,3583862.0,medium,Retail sale of sporting equipment in specialized stores
EG2055976301,Misr Services SAE,H,Transportation and storage,H5012,0,2020,10000,1505106.0,small,Sea and coastal freight water transport
EG4963764784,Sinai Chem SAE,A,"Agriculture, forestry and fishing",A0111,1,2022,10000,13373407.0,medium,"Growing of cereals (except rice), leguminous crops and oil seeds"
EG7351573367,Pyramid Steel SAE,F,Construction,F4311,1,2009,10000,11790695.0,medium,Demolition
EG5187524189,Sinai Tech SAE,J,Information and communication,J6020,0,2014,2026,1568042.0,small,Television programming and broadcasting activities
EG9879140559,Misr Services LLC,S,Other service activities,S9511,0,2007,10000,1212172.0,small,Repair of computers and peripheral equipment
EG8503208761,Alex Foods SAE,C,Manufacturing,C2410,1,2007,10000,6873819.0,medium,Manufacture of basic iron and steel
EG5064088908,Lotus Logistics Ltd.,C,Manufacturing,C1040,1,2009,10000,1266196.0,small,Manufacture of vegetable and animal oils and fats
EG2152673498,Giza Steel Co.,J,Information and communication,J5911,0,2008,10000,3178111.0,medium,"Motion picture, video and television programme production activities"
EG5777807620,Delta Foods SAE,I,Accommodation and food service activities,I5629,0,2014,10000,2835170.0,small,Other food service activities
EG4452358325,Cairo Agri Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4753,0,2022,10000,1621791.0,small,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores"
EG3893531707,Misr Chem Ltd.,C,Manufacturing,C2630,1,2024,10000,1653720.0,small,Manufacture of communication equipment
EG5308275847,Giza Plastics Co.,H,Transportation and storage,H5320,0,2006,10000,1639986.0,small,Courier activities
EG7894869734,Horus Plastics Co.,J,Information and communication,J6020,0,2019,10000,3071092.0,medium,Television programming and broadcasting activities
EG4896096663,Alex Services Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2018,10000,3605298.0,medium,Retail sale of games and toys in specialized stores
EG9926011727,Misr Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4722,0,2017,10000,4654301.0,medium,Retail sale of beverages in specialized stores
EG2043629918,Lotus Tech LLC,A,"Agriculture, forestry and fishing",A0115,1,2013,10000,10977094.0,medium,Growing of tobacco
EG2401613260,Alex Foods LLC,P,Education,P8530,0,2014,10000,1427838.0,small,Higher education
EG1594926829,Delta Services SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4641,0,2005,2016,4139901.0,medium,"Wholesale of textiles, clothing and footwear"
EG9904063468,Cairo Chem LLC,C,Manufacturing,C2431,1,2007,2019,1815255.0,small,Casting of iron and steel
EG2660214496,Alex Agri Ltd.,F,Construction,F4312,1,2016,10000,1596043.0,small,Site preparation
EG8518211892,Alex Logistics SAE,C,Manufacturing,C2823,1,2010,10000,1928744.0,small,Manufacture of machinery for metallurgy
EG5937323459,Nile Trading SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2013,10000,2792237.0,small,Wholesale of electronic and telecommunications equipment and parts
EG6779218280,Cairo Trading Ltd.,J,Information and communication,J5920,0,2016,10000,3769806.0,medium,Sound recording and music publishing activities
EG3223301414,Pyramid Steel LLC,H,Transportation and storage,H5011,0,2024,10000,2202589.0,small,Sea and coastal passenger water transport
EG9569796107,Sinai Textiles Ltd.,A,"Agriculture, forestry and fishing",A0220,1,2017,10000,1016060.0,small,Logging
EG8037836586,Cairo Trading SAE,I,Accommodation and food service activities,I5630,0,2015,10000,4858344.0,medium,Beverage serving activities
EG1540179616,Misr Chem LLC,H,Transportation and storage,H5022,0,2019,10000,1701446.0,small,Inland freight water transport
EG3913801910,Lotus Tech LLC,C,Manufacturing,C2512,1,2023,10000,807122.0,small,"Manufacture of tanks, reservoirs and containers of metal"
EG1123455355,Misr Plastics SAE,R,"Arts, entertainment and recreation",R9321,0,2022,10000,4146558.0,medium,Activities of amusement parks and theme parks
EG1977846593,Alex Trading Ltd.,J,Information and communication,J5912,0,2024,10000,3955224.0,medium,"Motion picture, video and television programme post-production activities"
EG4273968390,Horus Agri LLC,C,Manufacturing,C3100,1,2020,2029,5812755.0,medium,Manufacture of furniture
EG2001880746,Pyramid Steel Ltd.,H,Transportation and storage,H5223,0,2005,10000,1633706.0,small,Service activities incidental to air transportation
EG6816917755,Nile Chem SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2006,2010,2885767.0,small,Retail sale of automotive fuel in specialized stores
EG2001300809,Alex Services LLC,C,Manufacturing,C3212,1,2024,10000,2908347.0,small,Manufacture of imitation jewellery and related articles
EG6986423721,Sinai Plastics LLC,C,Manufacturing,C1399,1,2011,10000,3568629.0,small,Manufacture of other textiles n.e.c.
EG7044444110,Pyramid Chem Ltd.,N,Administrative and support service activities,N7810,0,2009,10000,937226.0,small,Activities of employment placement agencies
EG1321577853,Cairo Textiles Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4759,0,2011,10000,3960281.0,medium,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores"
EG1668218950,Alex Plastics LLC,A,"Agriculture, forestry and fishing",A0119,1,2014,10000,2089901.0,small,Growing of other non-perennial crops
EG3073134188,Giza Chem Co.,S,Other service activities,S9511,0,2021,10000,4000940.0,medium,Repair of computers and peripheral equipment
EG7509758707,Pyramid Foods Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2021,10000,4570948.0,medium,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG5506997533,Pyramid Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4630,0,2007,10000,4205979.0,medium,"Wholesale of food, beverages and tobacco"
EG9728549989,Giza Logistics LLC,A,"Agriculture, forestry and fishing",A0141,1,2022,10000,8043650.0,medium,Raising of cattle and buffaloes
EG2744474490,Horus Agri Co.,I,Accommodation and food service activities,I5621,0,2016,10000,2848378.0,small,Event catering
EG2461438609,Alex Services SAE,M,"Professional, scientific and technical activities",M7320,0,2014,10000,3659448.0,medium,Market research and public opinion polling
EG2430090041,Pyramid Chem LLC,F,Construction,F4312,1,2008,10000,13779297.0,medium,Site preparation
EG6816639600,Horus Services Ltd.,K,Financial and insurance activities,K6511,0,2015,10000,3331026.0,medium,Life insurance
EG3595716287,Pyramid Logistics SAE,N,Administrative and support service activities,N8291,0,2010,10000,1266814.0,small,Activities of collection agencies and credit bureaus
EG7331940409,Giza Textiles Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4723,0,2013,10000,3431197.0,medium,Retail sale of tobacco products in specialized stores
EG2446976933,Giza Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4752,0,2023,10000,1678702.0,small,"Retail sale of hardware, paints and glass in specialized stores"
EG6587366667,Sinai Services LLC,A,"Agriculture, forestry and fishing",A0312,1,2009,10000,912182.0,small,Freshwater fishing
EG3917942403,Lotus Chem SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4721,0,2022,2026,4835678.0,medium,Retail sale of food in specialized stores
EG9280971099,Alex Textiles Co.,M,"Professional, scientific and technical activities",M6910,0,2016,2022,3445460.0,medium,Legal activities
EG1623705295,Nile Tech Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2019,10000,2282731.0,small,Maintenance and repair of motor vehicles
EG8538681212,Nile Trading Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2016,10000,2901424.0,small,Other retail sale of new goods in specialized stores
EG8206265763,Alex Agri LLC,S,Other service activities,S9420,0,2007,10000,1130092.0,small,Activities of trade unions
EG4809743100,Horus Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4789,0,2022,10000,1945996.0,small,Retail sale via stalls and markets of other goods
EG2437757551,Delta Textiles LLC,H,Transportation and storage,H4922,0,2011,10000,1888239.0,small,Other passenger land transport
EG1366280541,Cairo Tech LLC,M,"Professional, scientific and technical activities",M7310,0,2015,2023,3732067.0,medium,Advertising
EG9809890299,Lotus Logistics SAE,C,Manufacturing,C1621,1,2009,10000,3135243.0,small,Manufacture of veneer sheets and wood-based panels
EG8146854090,Sinai Steel SAE,S,Other service activities,S9524,0,2010,10000,4429179.0,medium,Repair of furniture and home furnishings
EG5965878401,Sinai Logistics SAE,S,Other service activities,S9523,0,2014,10000,1056641.0,small,Repair of footwear and leather goods
EG3883361195,Cairo Agri Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4510,0,2017,2029,3228326.0,medium,Sale of motor vehicles
EG5260308128,Nile Trading LLC,P,Education,P8542,0,2018,10000,1085596.0,small,Cultural education
EG5530999276,Giza Trading Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4652,0,2017,10000,4667646.0,medium,Wholesale of electronic and telecommunications equipment and parts
EG1595727886,Giza Chem Co.,Q,Human health and social work activities,Q8610,0,2010,10000,540825.0,small,Hospital activities
EG1952893821,Misr Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2009,10000,3211807.0,medium,Wholesale of agricultural raw materials and live animals
EG7784219231,Alex Plastics Ltd.,J,Information and communication,J5820,0,2024,10000,1642926.0,small,Software publishing
EG8874133120,Sinai Tech LLC,C,Manufacturing,C2750,1,2005,10000,1833981.0,small,Manufacture of domestic appliances
EG5350794321,Nile Textiles SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4764,0,2009,10000,2423394.0,small,Retail sale of games and toys in specialized stores
EG7231959087,Horus Tech SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2011,10000,4439983.0,medium,Maintenance and repair of motor vehicles
EG1754088186,Misr Agri Ltd.,R,"Arts, entertainment and recreation",R9329,0,2018,10000,3141288.0,medium,Other amusement and recreation activities n.e.c.
EG3184205741,Alex Chem SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4723,0,2009,10000,1916692.0,small,Retail sale of tobacco products in specialized stores
EG2416234454,Cairo Textiles Co.,K,Financial and insurance activities,K6621,0,2016,10000,3955576.0,medium,Risk and damage evaluation
EG4772010415,Misr Services Co.,L,Real estate activities,L6820,0,2012,10000,3646395.0,medium,Real estate activities on a fee or contract basis
EG4188910310,Delta Tech SAE,F,Construction,F4220,1,2011,10000,4037295.0,small,Construction of utility projects
EG5917342846,Pyramid Trading Co.,C,Manufacturing,C1313,1,2012,10000,12666293.0,medium,Finishing of textiles
EG4723066117,Sinai Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4752,0,2018,10000,2980441.0,small,"Retail sale of hardware, paints and glass in specialized stores"
EG5684918229,Misr Plastics SAE,M,"Professional, scientific and technical activities",M7210,0,2023,10000,2855788.0,small,Research and experimental development on natural sciences and engineering
EG7835482203,Pyramid Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4520,0,2014,10000,4525626.0,medium,Maintenance and repair of motor vehicles
EG5832482946,Nile Plastics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4661,0,2019,10000,1569531.0,small,"Wholesale of solid, liquid and gaseous fuels and related products"
