الرقم_الضريبي,name_ar,isic_section,الفرع_كود,is_industrial,start_year,close_year,رأس_المال_المدفوع_جنيه,فئة_SME_أولية,branches,المجموع_كود,القسم_كود,الفرع,المجموع,القسم,القطاع,اسم_الشركة
114710788,الأهرام كيماويات ش.م.م,J,J5812,0,2023,10000,943174.0,small,1,J58,J5,,,,المعلومات والاتصالات,الأهرام كيماويات ش.م.م
864970786,الدلتا صلب محدودة,F,F4329,1,2022,10000,1004968.0,small,1,F43,F4,,,,التشييد والبناء,الدلتا صلب محدودة
962903422,النيل لوجستيات ش.م.م,G,G4763,0,2015,10000,3399503.0,medium,8,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل لوجستيات ش.م.م
733939913,الدلتا لوجستيات ش.م.م,S,S9491,0,2020,10000,4959836.0,medium,1,S94,S9,,,,أنشطة الخدمات الأخرى,الدلتا لوجستيات ش.م.م
418650963,النيل منسوجات محدودة,M,M7320,0,2019,10000,4768557.0,medium,8,M73,M7,,,,الأنشطة المهنية والعلمية والتقنية,النيل منسوجات محدودة
752201607,مصر كيماويات ش.م.م,I,I5629,0,2023,10000,925358.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,مصر كيماويات ش.م.م
399163951,حورس صلب ذ.م.م,F,F4100,1,2008,10000,886633.0,small,1,F41,F4,,,,التشييد والبناء,حورس صلب ذ.م.م
421374532,القاهرة تجارة ش.ذ.م.م,N,N8291,0,2009,10000,2762825.0,small,4,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,القاهرة تجارة ش.ذ.م.م
230278286,سيناء صلب محدودة,B,B0899,1,2018,10000,1171439.0,small,1,B08,B0,,,,التعدين واستغلال المحاجر,سيناء صلب محدودة
761261487,مصر لوجستيات ش.م.م,G,G4641,0,2007,10000,1537787.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر لوجستيات ش.م.م
835533411,اللوتس تجارة ذ.م.م,A,A0123,1,2005,2007,2129509.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,اللوتس تجارة ذ.م.م
911392835,القاهرة بلاستيك ش.ذ.م.م,C,C2825,1,2011,10000,1680657.0,small,1,C28,C2,,,,الصناعة التحويلية,القاهرة بلاستيك ش.ذ.م.م
226757292,القاهرة منسوجات ذ.م.م,C,C2829,1,2024,10000,11392301.0,medium,1,C28,C2,,,,الصناعة التحويلية,القاهرة منسوجات ذ.م.م
660397729,الدلتا لوجستيات ش.م.م,N,N7990,0,2021,10000,379057.0,small,1,N79,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الدلتا لوجستيات ش.م.م
416224798,القاهرة كيماويات ذ.م.م,G,G4759,0,2005,2017,4651294.0,medium,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة كيماويات ذ.م.م
955667080,اللوتس بلاستيك ش.ذ.م.م,G,G4540,0,2021,10000,2252083.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس بلاستيك ش.ذ.م.م
155101265,الدلتا خدمات محدودة,S,S9491,0,2018,10000,4365938.0,medium,4,S94,S9,,,,أنشطة الخدمات الأخرى,الدلتا خدمات محدودة
936167464,اللوتس خدمات ش.ذ.م.م,F,F4329,1,2016,10000,1863275.0,small,1,F43,F4,,,,التشييد والبناء,اللوتس خدمات ش.ذ.م.م
100414406,الدلتا خدمات ش.ذ.م.م,J,J5819,0,2022,10000,4555687.0,medium,5,J58,J5,,,,المعلومات والاتصالات,الدلتا خدمات ش.ذ.م.م
562232826,الإسكندرية بلاستيك ذ.م.م,P,P8521,0,2017,10000,1736516.0,small,1,P85,P8,,,,التعليم,الإسكندرية بلاستيك ذ.م.م
128082518,سيناء صلب ش.ذ.م.م,C,C1101,1,2022,2034,10997745.0,medium,1,C11,C1,,,,الصناعة التحويلية,سيناء صلب ش.ذ.م.م
419946223,الأهرام لوجستيات ش.م.م,C,C2823,1,2024,10000,8119385.0,medium,1,C28,C2,,,,الصناعة التحويلية,الأهرام لوجستيات ش.م.م
538103422,الإسكندرية بلاستيك ش.ذ.م.م,G,G4762,0,2007,10000,2371951.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية بلاستيك ش.ذ.م.م
298525037,الأهرام منسوجات ش.م.م,G,G4753,0,2012,10000,3203011.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام منسوجات ش.م.م
882693116,الجيزة زراعة ش.م.م,K,K6430,0,2022,10000,3213759.0,medium,1,K64,K6,,,,الأنشطة المالية وأنشطة التأمين,الجيزة زراعة ش.م.م
376920468,الإسكندرية تقنية ذ.م.م,M,M7010,0,2009,10000,3435332.0,medium,9,M70,M7,,,,الأنشطة المهنية والعلمية والتقنية,الإسكندرية تقنية ذ.م.م
384220935,سيناء كيماويات ش.م.م,J,J5820,0,2021,10000,571291.0,small,1,J58,J5,,,,المعلومات والاتصالات,سيناء كيماويات ش.م.م
648031749,الأهرام بلاستيك ش.ذ.م.م,F,F4322,1,2012,10000,4138338.0,small,7,F43,F4,,,,التشييد والبناء,الأهرام بلاستيك ش.ذ.م.م
106845047,الجيزة تجارة ش.م.م,G,G4652,0,2007,10000,841474.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة تجارة ش.م.م
205616823,الأهرام تجارة ذ.م.م,G,G4721,0,2014,10000,922018.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام تجارة ذ.م.م
287089672,حورس لوجستيات ذ.م.م,J,J6311,0,2009,10000,1001661.0,small,3,J63,J6,,,,المعلومات والاتصالات,حورس لوجستيات ذ.م.م
175436266,اللوتس منسوجات ش.ذ.م.م,G,G4530,0,2007,2010,3281624.0,medium,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس منسوجات ش.ذ.م.م
830895456,سيناء أغذية محدودة,Q,Q8730,0,2020,10000,2570343.0,small,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,سيناء أغذية محدودة
880786027,حورس منسوجات ذ.م.م,C,C1071,1,2021,10000,1881737.0,small,2,C10,C1,,,,الصناعة التحويلية,حورس منسوجات ذ.م.م
503494800,النيل تقنية ش.م.م,Q,Q8890,0,2014,2023,3623496.0,medium,1,Q88,Q8,,,,الصحة البشرية والعمل الاجتماعي,النيل تقنية ش.م.م
595242867,مصر خدمات محدودة,H,H5011,0,2008,10000,296977.0,small,2,H50,H5,,,,النقل والتخزين,مصر خدمات محدودة
485419850,مصر خدمات ش.ذ.م.م,A,A0150,1,2011,10000,1561776.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,مصر خدمات ش.ذ.م.م
474327885,اللوتس زراعة ش.ذ.م.م,M,M7410,0,2005,10000,2335717.0,small,2,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,اللوتس زراعة ش.ذ.م.م
199205033,حورس لوجستيات ش.م.م,G,G4661,0,2009,10000,1544621.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس لوجستيات ش.م.م
347617424,الدلتا تجارة ش.ذ.م.م,J,J5813,0,2023,10000,2979754.0,small,9,J58,J5,,,,المعلومات والاتصالات,الدلتا تجارة ش.ذ.م.م
304926413,سيناء صلب ش.م.م,G,G4781,0,2006,10000,4445330.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء صلب ش.م.م
244355573,الإسكندرية بلاستيك ذ.م.م,A,A0145,1,2015,10000,3158137.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الإسكندرية بلاستيك ذ.م.م
142071447,الإسكندرية لوجستيات ش.ذ.م.م,G,G4520,0,2009,10000,1960118.0,small,4,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية لوجستيات ش.ذ.م.م
149679194,القاهرة لوجستيات ذ.م.م,H,H5222,0,2006,10000,1976080.0,small,1,H52,H5,,,,النقل والتخزين,القاهرة لوجستيات ذ.م.م
423576039,الإسكندرية تجارة ذ.م.م,K,K6520,0,2011,10000,4098736.0,medium,5,K65,K6,,,,الأنشطة المالية وأنشطة التأمين,الإسكندرية تجارة ذ.م.م
806155149,الجيزة لوجستيات ش.ذ.م.م,M,M7420,0,2007,10000,544017.0,small,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,الجيزة لوجستيات ش.ذ.م.م
768024833,النيل بلاستيك محدودة,M,M6910,0,2009,10000,2507829.0,small,6,M69,M6,,,,الأنشطة المهنية والعلمية والتقنية,النيل بلاستيك محدودة
924385880,الأهرام كيماويات ش.ذ.م.م,M,M7490,0,2011,10000,424333.0,small,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,الأهرام كيماويات ش.ذ.م.م
622775049,مصر تقنية ش.م.م,G,G4661,0,2010,10000,319369.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر تقنية ش.م.م
120778032,الدلتا زراعة محدودة,G,G4620,0,2014,10000,3504644.0,medium,6,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا زراعة محدودة
959323580,الجيزة أغذية ذ.م.م,G,G4540,0,2010,10000,2003537.0,small,8,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة أغذية ذ.م.م
896229376,النيل زراعة محدودة,Q,Q8690,0,2024,2035,2488313.0,small,1,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,النيل زراعة محدودة
839523119,القاهرة تجارة ش.ذ.م.م,G,G4663,0,2005,10000,471031.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة تجارة ش.ذ.م.م
761060298,سيناء زراعة ذ.م.م,G,G4774,0,2005,10000,1948239.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء زراعة ذ.م.م
432742634,النيل صلب ش.ذ.م.م,A,A0170,1,2006,10000,2736710.0,small,3,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,النيل صلب ش.ذ.م.م
998918415,اللوتس صلب محدودة,G,G4651,0,2023,10000,812692.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس صلب محدودة
515195058,حورس تجارة ش.ذ.م.م,A,A0164,1,2018,10000,1944457.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,حورس تجارة ش.ذ.م.م
491429765,القاهرة لوجستيات ش.ذ.م.م,M,M7420,0,2011,10000,4377543.0,medium,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,القاهرة لوجستيات ش.ذ.م.م
798408743,الدلتا لوجستيات ش.م.م,F,F4311,1,2022,10000,2294551.0,small,1,F43,F4,,,,التشييد والبناء,الدلتا لوجستيات ش.م.م
565202955,الإسكندرية تجارة ذ.م.م,C,C2593,1,2022,10000,14146954.0,medium,2,C25,C2,,,,الصناعة التحويلية,الإسكندرية تجارة ذ.م.م
554891403,الجيزة تجارة ذ.م.م,J,J5812,0,2014,2021,1002741.0,small,1,J58,J5,,,,المعلومات والاتصالات,الجيزة تجارة ذ.م.م
691969775,الأهرام زراعة محدودة,M,M7420,0,2014,10000,4568716.0,medium,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,الأهرام زراعة محدودة
356263397,حورس كيماويات ش.م.م,G,G4759,0,2022,10000,1065607.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس كيماويات ش.م.م
774776075,النيل بلاستيك ذ.م.م,C,C2512,1,2012,2014,2328552.0,small,8,C25,C2,,,,الصناعة التحويلية,النيل بلاستيك ذ.م.م
466783672,مصر خدمات ذ.م.م,G,G4759,0,2020,10000,2067177.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر خدمات ذ.م.م
326876752,الإسكندرية لوجستيات ش.م.م,A,A0161,1,2020,10000,3297028.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الإسكندرية لوجستيات ش.م.م
607300575,حورس تجارة ش.م.م,J,J5920,0,2007,10000,4022592.0,medium,1,J59,J5,,,,المعلومات والاتصالات,حورس تجارة ش.م.م
553970512,حورس زراعة ش.ذ.م.م,B,B0710,1,2019,10000,14820819.0,medium,1,B07,B0,,,,التعدين واستغلال المحاجر,حورس زراعة ش.ذ.م.م
944881454,سيناء منسوجات ش.ذ.م.م,G,G4530,0,2017,10000,2066396.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء منسوجات ش.ذ.م.م
928765367,النيل صلب ش.ذ.م.م,C,C3092,1,2017,10000,9671391.0,medium,3,C30,C3,,,,الصناعة التحويلية,النيل صلب ش.ذ.م.م
143740538,سيناء منسوجات ش.م.م,L,L6810,0,2024,10000,3799155.0,medium,1,L68,L6,,,,الأنشطة العقارية,سيناء منسوجات ش.م.م
354196237,الأهرام بلاستيك ش.م.م,N,N8220,0,2015,10000,3303448.0,medium,1,N82,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,الأهرام بلاستيك ش.م.م
492957557,الجيزة كيماويات ش.ذ.م.م,F,F4322,1,2024,10000,5083629.0,medium,1,F43,F4,,,,التشييد والبناء,الجيزة كيماويات ش.ذ.م.م
101598975,مصر أغذية ذ.م.م,A,A0150,1,2012,10000,14130939.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,مصر أغذية ذ.م.م
204455917,مصر أغذية محدودة,G,G4759,0,2020,10000,3413685.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر أغذية محدودة
162923224,النيل لوجستيات ش.ذ.م.م,G,G4764,0,2008,10000,586623.0,small,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل لوجستيات ش.ذ.م.م
411984926,حورس خدمات ذ.م.م,C,C3012,1,2020,10000,10568232.0,medium,1,C30,C3,,,,الصناعة التحويلية,حورس خدمات ذ.م.م
180525315,الأهرام بلاستيك ذ.م.م,G,G4620,0,2023,10000,2498564.0,small,6,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام بلاستيك ذ.م.م
822149721,النيل تقنية ذ.م.م,G,G4669,0,2010,10000,3269980.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل تقنية ذ.م.م
188798361,مصر لوجستيات محدودة,A,A0141,1,2011,10000,5813152.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,مصر لوجستيات محدودة
292586797,الدلتا كيماويات ش.م.م,O,O8422,0,2008,10000,1547343.0,small,1,O84,O8,,,,الإدارة العامة والدفاع؛ الضمان الاجتماعي الإلزامي,الدلتا كيماويات ش.م.م
143310971,القاهرة زراعة ش.ذ.م.م,I,I5510,0,2018,10000,4227229.0,medium,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,القاهرة زراعة ش.ذ.م.م
752428052,الدلتا لوجستيات ش.م.م,C,C2593,1,2012,2015,1611453.0,small,1,C25,C2,,,,الصناعة التحويلية,الدلتا لوجستيات ش.م.م
815089010,مصر منسوجات ذ.م.م,S,S9411,0,2017,10000,3056322.0,medium,9,S94,S9,,,,أنشطة الخدمات الأخرى,مصر منسوجات ذ.م.م
612203818,الجيزة أغذية ش.ذ.م.م,I,I5520,0,2022,10000,2433987.0,small,8,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,الجيزة أغذية ش.ذ.م.م
965965249,حورس أغذية محدودة,C,C1622,1,2012,10000,6534899.0,medium,7,C16,C1,,,,الصناعة التحويلية,حورس أغذية محدودة
479219709,الجيزة زراعة ذ.م.م,C,C3020,1,2022,10000,2439360.0,small,1,C30,C3,,,,الصناعة التحويلية,الجيزة زراعة ذ.م.م
723523963,اللوتس خدمات ذ.م.م,G,G4782,0,2011,10000,744814.0,small,7,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس خدمات ذ.م.م
163126911,النيل أغذية ش.ذ.م.م,N,N7820,0,2017,10000,3030502.0,medium,1,N78,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,النيل أغذية ش.ذ.م.م
787709016,الأهرام منسوجات محدودة,C,C3012,1,2020,10000,3570627.0,small,6,C30,C3,,,,الصناعة التحويلية,الأهرام منسوجات محدودة
456302900,حورس صلب محدودة,N,N8010,0,2021,10000,4230543.0,medium,1,N80,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,حورس صلب محدودة
682914594,الجيزة بلاستيك ش.م.م,C,C2310,1,2008,10000,3410370.0,small,1,C23,C2,,,,الصناعة التحويلية,الجيزة بلاستيك ش.م.م
411729316,اللوتس بلاستيك ش.م.م,C,C1071,1,2019,2027,9966204.0,medium,1,C10,C1,,,,الصناعة التحويلية,اللوتس بلاستيك ش.م.م
280937808,اللوتس أغذية ش.ذ.م.م,G,G4764,0,2007,10000,1238595.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس أغذية ش.ذ.م.م
590477672,الدلتا بلاستيك ش.م.م,G,G4771,0,2021,10000,3134789.0,medium,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا بلاستيك ش.م.م
113221709,الأهرام زراعة ش.ذ.م.م,S,S9601,0,2024,10000,4529405.0,medium,1,S96,S9,,,,أنشطة الخدمات الأخرى,الأهرام زراعة ش.ذ.م.م
386421819,الجيزة أغذية ذ.م.م,C,C2790,1,2008,10000,6934823.0,medium,8,C27,C2,,,,الصناعة التحويلية,الجيزة أغذية ذ.م.م
670660047,سيناء تجارة ذ.م.م,G,G4652,0,2013,10000,1507235.0,small,8,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء تجارة ذ.م.م
536777042,الدلتا خدمات ذ.م.م,L,L6820,0,2016,10000,738258.0,small,4,L68,L6,,,,الأنشطة العقارية,الدلتا خدمات ذ.م.م
591884577,سيناء لوجستيات ش.م.م,G,G4730,0,2014,10000,2957296.0,small,2,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء لوجستيات ش.م.م
544575353,الأهرام صلب ذ.م.م,G,G4741,0,2012,10000,2514742.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام صلب ذ.م.م
618430117,الجيزة خدمات ش.ذ.م.م,H,H4922,0,2012,10000,2584140.0,small,1,H49,H4,,,,النقل والتخزين,الجيزة خدمات ش.ذ.م.م
736284031,القاهرة زراعة ش.م.م,H,H5223,0,2012,10000,2533783.0,small,1,H52,H5,,,,النقل والتخزين,القاهرة زراعة ش.م.م
867822329,الأهرام خدمات ذ.م.م,Q,Q8790,0,2005,10000,3636156.0,medium,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,الأهرام خدمات ذ.م.م
294875616,الدلتا خدمات ش.ذ.م.م,C,C2750,1,2022,10000,6495982.0,medium,1,C27,C2,,,,الصناعة التحويلية,الدلتا خدمات ش.ذ.م.م
546827623,الجيزة تقنية ذ.م.م,G,G4789,0,2010,10000,1288801.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة تقنية ذ.م.م
582822463,مصر خدمات ش.م.م,C,C2680,1,2022,2025,4591894.0,small,1,C26,C2,,,,الصناعة التحويلية,مصر خدمات ش.م.م
895494334,النيل خدمات ش.م.م,J,J6399,0,2017,10000,4015086.0,medium,1,J63,J6,,,,المعلومات والاتصالات,النيل خدمات ش.م.م
494407629,الدلتا زراعة محدودة,G,G4781,0,2012,10000,3422989.0,medium,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا زراعة محدودة
270073094,سيناء تقنية ش.ذ.م.م,H,H4922,0,2022,10000,2819618.0,small,1,H49,H4,,,,النقل والتخزين,سيناء تقنية ش.ذ.م.م
187985010,اللوتس صلب ذ.م.م,N,N8020,0,2006,10000,2046602.0,small,1,N80,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,اللوتس صلب ذ.م.م
336332772,النيل خدمات محدودة,H,H5320,0,2018,10000,2731040.0,small,1,H53,H5,,,,النقل والتخزين,النيل خدمات محدودة
744388671,سيناء تجارة ش.ذ.م.م,C,C1392,1,2014,10000,2063257.0,small,1,C13,C1,,,,الصناعة التحويلية,سيناء تجارة ش.ذ.م.م
149361983,الدلتا بلاستيك ش.ذ.م.م,L,L6820,0,2008,10000,3788842.0,medium,1,L68,L6,,,,الأنشطة العقارية,الدلتا بلاستيك ش.ذ.م.م
546901829,الإسكندرية خدمات ذ.م.م,J,J5912,0,2024,10000,1162582.0,small,3,J59,J5,,,,المعلومات والاتصالات,الإسكندرية خدمات ذ.م.م
306132614,النيل تقنية ذ.م.م,J,J6311,0,2012,10000,693890.0,small,4,J63,J6,,,,المعلومات والاتصالات,النيل تقنية ذ.م.م
524614376,سيناء زراعة ش.م.م,G,G4721,0,2008,10000,654141.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء زراعة ش.م.م
985948656,القاهرة زراعة محدودة,G,G4690,0,2021,10000,3971201.0,medium,4,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة زراعة محدودة
786214431,اللوتس منسوجات محدودة,C,C1701,1,2010,10000,10952467.0,medium,1,C17,C1,,,,الصناعة التحويلية,اللوتس منسوجات محدودة
447313084,القاهرة منسوجات محدودة,F,F4390,1,2012,10000,10075520.0,medium,9,F43,F4,,,,التشييد والبناء,القاهرة منسوجات محدودة
338864238,الإسكندرية صلب ش.ذ.م.م,R,R9321,0,2023,10000,2591854.0,small,1,R93,R9,,,,الفنون والترفيه والتسلية,الإسكندرية صلب ش.ذ.م.م
178305787,القاهرة تجارة ش.ذ.م.م,F,F4290,1,2009,10000,2502281.0,small,1,F42,F4,,,,التشييد والبناء,القاهرة تجارة ش.ذ.م.م
650730186,القاهرة كيماويات محدودة,I,I5590,0,2017,10000,952802.0,small,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,القاهرة كيماويات محدودة
720734084,الإسكندرية كيماويات ذ.م.م,F,F4100,1,2022,10000,9612381.0,medium,1,F41,F4,,,,التشييد والبناء,الإسكندرية كيماويات ذ.م.م
730197529,سيناء خدمات محدودة,J,J6391,0,2020,10000,572121.0,small,1,J63,J6,,,,المعلومات والاتصالات,سيناء خدمات محدودة
271062498,الجيزة بلاستيك ش.ذ.م.م,F,F4390,1,2013,10000,4834346.0,small,1,F43,F4,,,,التشييد والبناء,الجيزة بلاستيك ش.ذ.م.م
371974943,الجيزة زراعة ش.ذ.م.م,K,K6499,0,2012,2024,4595301.0,medium,1,K64,K6,,,,الأنشطة المالية وأنشطة التأمين,الجيزة زراعة ش.ذ.م.م
966109606,الجيزة صلب ش.ذ.م.م,P,P8549,0,2005,10000,834686.0,small,1,P85,P8,,,,التعليم,الجيزة صلب ش.ذ.م.م
963650735,الدلتا لوجستيات محدودة,F,F4220,1,2022,10000,946440.0,small,1,F42,F4,,,,التشييد والبناء,الدلتا لوجستيات محدودة
100859609,اللوتس منسوجات محدودة,G,G4620,0,2023,10000,3778675.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس منسوجات محدودة
332488143,اللوتس زراعة ش.ذ.م.م,G,G4723,0,2011,10000,2621175.0,small,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس زراعة ش.ذ.م.م
452636783,مصر أغذية محدودة,H,H4921,0,2012,10000,360487.0,small,1,H49,H4,,,,النقل والتخزين,مصر أغذية محدودة
370369972,الإسكندرية زراعة ذ.م.م,M,M7410,0,2009,10000,3958557.0,medium,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,الإسكندرية زراعة ذ.م.م
392630035,الدلتا تجارة ذ.م.م,Q,Q8620,0,2006,2016,313582.0,small,1,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,الدلتا تجارة ذ.م.م
912561533,الإسكندرية صلب محدودة,M,M7490,0,2015,10000,324027.0,small,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,الإسكندرية صلب محدودة
700406442,سيناء منسوجات ذ.م.م,C,C1511,1,2024,10000,2856127.0,small,1,C15,C1,,,,الصناعة التحويلية,سيناء منسوجات ذ.م.م
108490722,مصر زراعة ذ.م.م,G,G4781,0,2013,2019,4878537.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر زراعة ذ.م.م
283138087,القاهرة خدمات محدودة,G,G4742,0,2022,10000,1525241.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة خدمات محدودة
574149263,الجيزة أغذية محدودة,F,F4322,1,2021,10000,13891213.0,medium,1,F43,F4,,,,التشييد والبناء,الجيزة أغذية محدودة
906862032,اللوتس منسوجات ذ.م.م,N,N7730,0,2020,10000,1769255.0,small,1,N77,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,اللوتس منسوجات ذ.م.م
871473843,القاهرة كيماويات محدودة,S,S9512,0,2016,2019,4770855.0,medium,1,S95,S9,,,,أنشطة الخدمات الأخرى,القاهرة كيماويات محدودة
401386367,سيناء زراعة ش.ذ.م.م,I,I5630,0,2016,10000,3846100.0,medium,6,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,سيناء زراعة ش.ذ.م.م
796970095,الجيزة أغذية محدودة,G,G4781,0,2016,10000,2247928.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة أغذية محدودة
991319814,الجيزة أغذية ش.م.م,G,G4662,0,2021,10000,4705487.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة أغذية ش.م.م
885573954,الدلتا كيماويات ذ.م.م,G,G4799,0,2009,2018,2744425.0,small,7,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا كيماويات ذ.م.م
615409186,اللوتس لوجستيات ش.م.م,H,H4911,0,2008,10000,1511369.0,small,3,H49,H4,,,,النقل والتخزين,اللوتس لوجستيات ش.م.م
256169642,اللوتس زراعة محدودة,D,D3510,1,2015,10000,161877.0,small,7,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,اللوتس زراعة محدودة
